category,rank_brand_name,~18,19~23,24~28,29~33,34~39,40~,men,women
하의,플랙,16,12,26,29,12,5,92,8
하의,아디다스,28,22,19,12,7,12,60,40
하의,트래블,22,35,20,9,5,9,81,19
하의,무신사 스탠다드,11,16,32,20,13,8,93,7
하의,아카이브 볼드,46,36,8,2,1,7,17,83
하의,비에스래빗,22,39,20,8,3,8,75,25
하의,가까이 유니언즈,30,31,17,7,3,12,67,33
하의,클라코,16,17,23,18,16,10,90,10
하의,몽돌,19,22,24,19,8,8,8,92
하의,피스워커,17,16,25,23,13,6,94,6
하의,어반스터프,27,34,22,9,3,5,73,27
하의,나이키,33,30,15,10,5,7,87,13
하의,굿라이프웍스,24,37,23,7,2,7,75,25
하의,피스워커,14,8,21,37,16,4,95,5
하의,코드그라피,26,20,17,13,11,13,37,63
하의,모드나인,10,27,34,16,8,5,95,5
하의,무신사 스탠다드,14,14,25,24,14,9,92,8
하의,우알롱,33,38,15,5,2,7,20,80
하의,토피,20,40,25,8,2,5,81,19
하의,데케트,15,31,25,11,8,10,80,20
하의,코드그라피,27,17,26,15,8,7,54,46
하의,인템포무드,25,34,29,8,2,2,93,7
하의,프리즘웍스,9,10,32,29,11,9,90,10
하의,어널러코드,31,30,19,9,3,8,57,43
하의,유니폼브릿지,8,21,34,23,9,5,95,5
하의,굿라이프웍스,23,39,22,7,3,6,84,16
하의,무신사 스탠다드,12,20,31,21,10,6,89,11
하의,드로우핏,13,26,34,18,5,4,93,7
하의,무신사 스탠다드,29,31,19,9,4,8,12,88
하의,가까이 유니언즈,30,31,17,7,3,12,67,33
하의,테이크이지,15,19,18,19,12,17,88,12
하의,무신사 스탠다드,15,11,27,27,13,7,92,8
하의,브랜디드,11,18,33,25,10,3,97,3
하의,모드나인,15,31,32,13,4,5,95,5
하의,무신사 스탠다드,13,17,28,21,12,9,93,7
하의,나이키,34,21,19,9,6,11,70,30
하의,비긴202,14,32,30,16,5,3,95,5
하의,무신사 스탠다드,13,12,27,27,13,8,92,8
하의,무신사 스탠다드,15,18,18,20,17,12,91,9
하의,굿라이프웍스,22,41,24,6,2,5,81,20
하의,클라코,16,17,23,18,16,10,90,10
하의,몽돌,19,22,24,19,8,8,8,92
하의,밀리언코르,27,36,16,7,3,11,14,86
하의,시그니처,21,32,27,12,4,4,92,8
하의,오더플리즈,16,38,27,12,3,4,90,10
하의,코드그라피,28,21,19,15,9,8,70,30
하의,내셔널지오그래픽,27,16,13,8,11,25,67,33
하의,비슬로우,11,31,32,17,5,4,85,15
하의,그라미치,15,8,19,24,17,17,89,11
하의,에드리엘로스,22,23,27,16,7,5,94,6
하의,아디다스,29,19,21,14,7,10,54,46
하의,나이키,32,20,16,15,8,9,79,21
하의,나이키,38,24,16,8,5,9,64,36
하의,스컬프터,34,39,15,4,2,6,7,93
하의,닉앤니콜,15,27,24,14,7,13,16,84
하의,세터,15,36,31,11,3,4,90,10
하의,트래블,22,24,21,16,9,8,60,40
하의,비얼디드키드,25,22,27,13,5,8,84,16
하의,트릴리온,21,34,27,10,3,5,85,15
하의,더블유브이프로젝트,16,19,17,15,13,20,80,20
하의,오더플리즈,13,26,32,18,7,4,89,11
하의,86로드,16,31,27,16,6,4,95,5
하의,파르티멘토,15,34,25,11,7,8,81,19
하의,브렌슨,35,26,17,7,3,12,67,33
하의,브랜디드,12,31,35,15,4,3,94,6
하의,토피,23,38,23,9,3,4,86,14
하의,척,42,36,10,3,2,7,13,87
하의,토피,24,40,22,7,2,5,85,15
하의,파르티멘토,17,29,23,16,7,8,86,14
하의,무신사 스탠다드,10,5,16,27,24,18,90,10
하의,라퍼지스토어,24,34,23,9,4,6,77,23
하의,브렌슨,30,26,16,10,8,10,61,39
하의,마르디 메크르디,28,34,18,6,4,10,6,94
하의,무신사 스탠다드,19,21,20,16,13,11,9,91
하의,오더플리즈,18,29,26,15,6,6,89,11
하의,플랙,13,20,34,22,7,4,94,6
하의,엘무드,15,14,31,25,10,5,94,6
하의,굿라이프웍스,22,40,23,7,2,6,78,22
하의,멜란지 마스터,26,22,17,13,9,13,79,21
하의,비슬로우,12,35,31,14,5,3,95,5
하의,낫포너드,23,38,21,8,3,7,82,18
하의,리,27,21,19,12,9,12,37,63
하의,모드나인,13,27,34,15,6,5,95,5
하의,커버낫,26,22,21,13,6,12,69,31
하의,무신사 스탠다드,12,26,34,14,6,8,83,17
하의,브렌슨,37,28,15,6,3,11,62,38
하의,인스펙터,14,16,33,25,8,4,96,4
하의,브랜디드,14,18,30,20,12,6,97,3
하의,라퍼지스토어,28,32,21,8,4,7,81,19
하의,하프크라이즈,29,21,16,13,9,12,84,16
하의,안다르,31,22,12,16,8,11,18,82
하의,무신사 스탠다드,18,11,21,25,15,10,92,8
하의,락케이크,30,45,14,4,1,6,3,97
하의,무신사 스탠다드,15,18,18,20,17,12,91,9
하의,인사일런스,12,30,34,17,4,3,94,6
하의,토피,23,38,23,9,3,4,86,14
하의,아웃스탠딩,16,21,27,21,8,7,92,8
하의,몽플리쎄,27,18,16,15,12,12,87,13
하의,무신사 스탠다드,18,11,21,25,15,10,92,8
하의,인사일런스,12,25,37,18,5,3,95,5
하의,로맨틱크라운,28,37,21,8,2,4,63,37
하의,에프터글로우,18,24,35,13,4,6,90,10
하의,브랜디드,12,31,35,15,4,3,94,6
하의,수아레,22,32,27,9,5,5,85,15
하의,피스워커,18,12,18,32,15,5,96,4
하의,밀리언코르,18,31,18,11,5,17,13,87
하의,트래블,22,24,21,16,9,8,60,40
하의,어널러코드,31,30,19,9,3,8,57,43
하의,제로,25,35,26,7,2,5,93,7
하의,챔피온,22,25,23,15,8,7,71,29
하의,무신사 스탠다드,20,31,25,12,6,6,83,17
하의,라퍼지스토어,24,34,23,9,4,6,77,23
하의,세븐셀라,16,12,16,20,19,17,88,12
하의,브렌슨,37,28,15,6,3,11,62,38
하의,토피,25,42,19,7,2,5,82,18
하의,유니폼브릿지,17,28,27,14,7,7,91,9
하의,클라코,21,23,24,14,11,7,82,18
하의,라츠,41,32,18,4,1,4,93,7
하의,밀리언코르,22,32,20,10,6,10,11,89
하의,모더먼트,22,33,19,9,6,11,77,23
하의,와릿이즌,45,19,7,3,3,23,37,63
하의,드로우핏,41,22,18,10,5,4,93,7
하의,페이탈리즘,15,19,28,21,11,6,94,6
하의,커버낫,19,16,19,20,12,14,70,30
하의,시그니처,17,24,31,12,6,10,81,19
하의,스컬프터,23,46,21,4,1,5,9,91
하의,무신사 스탠다드,23,21,21,14,9,12,80,20
하의,게스,11,17,27,20,11,14,82,18
하의,커스텀어클락,17,30,28,13,5,7,75,25
하의,오더플리즈,14,27,31,16,7,5,88,12
하의,무신사 스탠다드,21,25,23,15,8,8,86,14
하의,트래블,22,29,26,14,4,5,70,30
하의,플랙,21,4,13,29,19,14,92,8
하의,모더먼트,25,33,18,5,7,12,79,21
하의,코드그라피,24,26,21,13,7,9,67,33
하의,프리즘웍스,9,10,32,29,11,9,90,10
하의,코드그라피,25,33,16,9,6,11,74,26
하의,브랜디드,11,22,37,19,7,4,94,6
하의,무신사 스탠다드,16,24,27,18,9,6,88,12
하의,에드리엘로스,22,23,27,16,7,5,94,6
하의,클라코,16,17,23,18,16,10,90,10
하의,비에스래빗,27,35,20,9,4,5,80,20
하의,트래블,22,35,20,9,5,9,81,19
하의,무신사 스탠다드,23,17,20,17,9,14,11,89
하의,밀리언코르,21,30,23,11,5,10,12,88
하의,랩12,16,21,31,20,8,4,97,3
하의,오더플리즈,16,38,27,12,3,4,90,10
하의,어반스터프,28,20,21,11,6,14,84,16
하의,무신사 스탠다드,17,19,20,20,13,11,92,8
하의,모드나인,14,14,32,27,10,3,97,3
하의,비에스래빗,22,39,20,8,3,8,75,25
하의,무신사 스탠다드,19,19,25,17,11,9,86,14
하의,파르티멘토,17,29,23,16,7,8,86,14
하의,몽돌,19,22,24,19,8,8,8,92
하의,무신사 스탠다드,19,28,27,14,6,6,87,13
하의,가먼트레이블,26,15,30,16,7,6,91,9
하의,비슬로우,11,31,32,17,5,4,85,15
하의,하프크라이즈,29,21,16,13,9,12,84,16
하의,피스워커,17,16,25,23,13,6,94,6
하의,시그니처,17,26,28,14,7,8,81,19
하의,낫포너드,43,32,10,3,2,10,24,76
하의,브랜디드,10,21,34,24,8,3,96,4
하의,무신사 스탠다드,13,26,27,15,8,11,6,94
하의,피스워커,15,19,26,21,14,5,95,5
하의,배드블러드,32,36,18,6,2,6,8,92
하의,밀리언코르,13,26,25,14,8,14,3,97
하의,제멋,19,29,27,12,4,9,83,17
하의,데이,19,10,32,30,4,5,97,3
하의,엑스톤즈,12,33,36,9,2,8,68,32
하의,무신사 스탠다드,13,22,29,20,10,6,84,16
하의,오더플리즈,13,26,32,18,7,4,89,11
하의,무신사 스탠다드,31,34,12,5,3,15,10,90
하의,토피,31,36,19,6,2,6,83,17
하의,이넥시스,20,28,23,16,7,6,90,10
하의,무신사 스탠다드,11,16,32,20,13,8,93,7
하의,시그니처,14,23,29,13,10,11,82,18
하의,어반드레스,19,38,20,9,5,9,10,90
하의,르마드,14,22,35,20,5,4,95,5
하의,86로드,16,31,27,16,6,4,95,5
하의,밀리언코르,13,29,28,15,7,8,5,95
하의,트릴리온,21,34,27,10,3,5,85,15
하의,플랙,20,21,28,20,7,4,96,4
하의,브렌슨,35,26,17,7,3,12,67,33
하의,파르티멘토,15,34,25,11,7,8,81,19
하의,에즈카톤,20,36,28,11,2,3,74,26
하의,가까이 유니언즈,30,31,17,7,3,12,67,33
하의,프렌다,25,47,17,4,2,5,6,94
하의,폴코어,18,28,31,13,5,5,88,12
하의,무신사 스탠다드,11,21,25,21,13,9,93,7
하의,아디다스,28,22,19,12,7,12,60,40
하의,미니멀프로젝트,18,40,24,8,4,6,79,21
하의,아카이브 볼드,45,37,9,1,1,7,17,83
하의,토피,21,39,24,8,3,5,89,11
하의,리플라이퍼키,19,20,20,15,17,9,84,16
하의,프리즘웍스,13,33,28,12,8,6,91,9
하의,낫포너드,23,38,21,8,3,7,82,18
하의,아디다스,22,28,26,11,5,8,19,81
하의,리,27,21,19,12,9,12,37,63
하의,세븐셀라,13,15,20,19,22,11,91,9
하의,라퍼지스토어,23,38,23,8,3,5,77,23
하의,모드나인,13,27,34,15,6,5,95,5
하의,어반스터프,22,43,22,6,2,5,70,30
하의,가까이 유니언즈,47,30,11,3,1,8,32,68
하의,커버낫,34,16,12,9,9,20,43,57
하의,와르,18,27,27,14,7,7,89,11
하의,메종미네드,15,33,33,11,4,4,94,6
하의,51퍼센트,17,27,30,16,6,4,82,18
하의,파츠,14,43,29,8,2,4,94,6
하의,이스트쿤스트,29,35,22,6,3,5,14,86
하의,아디다스,21,18,19,16,13,13,64,36
하의,엘엠씨,16,31,24,12,12,5,72,28
하의,닉앤니콜,15,27,24,14,7,13,16,84
하의,엘무드,10,20,37,19,10,4,96,4
하의,미니멀프로젝트,21,29,24,11,6,9,84,16
하의,프렌다,21,34,20,8,7,10,26,74
하의,어반스터프,55,22,11,3,3,6,87,13
하의,골라,31,20,17,7,8,17,22,78
하의,칸코,22,33,26,8,3,8,16,84
하의,스컬프터,34,39,15,4,2,6,7,93
하의,세터,15,36,31,11,3,4,90,10
하의,시그니처,14,19,28,16,11,12,83,17
하의,가까이 유니언즈,37,29,14,5,2,13,45,55
하의,셋업이엑스이,24,42,21,5,2,6,4,96
하의,무신사 스탠다드,10,21,34,22,9,4,91,9
하의,디미트리블랙,34,6,23,14,15,8,91,9
하의,나이키,38,24,16,8,5,9,64,36
하의,라퍼지스토어,23,33,24,10,4,6,79,21
하의,가까이 유니언즈,33,32,15,8,3,9,58,42
하의,무신사 스탠다드,21,18,24,17,11,9,89,11
하의,무신사 스탠다드,13,23,36,17,7,4,87,13
하의,예일,47,21,10,7,3,12,54,46
하의,그라미치,14,7,18,24,20,17,90,10
하의,디스이즈네버댓,22,28,20,10,9,11,64,36
하의,피아네르,35,24,16,8,4,13,60,40
하의,브랜디드,10,20,38,22,8,2,97,3
하의,파르티멘토,22,31,24,12,5,6,79,21
하의,시그니처,21,32,27,12,4,4,92,8
하의,무신사 스탠다드,17,28,26,14,6,9,83,17
하의,라퍼지스토어,21,35,26,9,4,5,72,28
하의,무신사 스탠다드,10,5,16,27,24,18,90,10
하의,에드리엘로스,20,19,31,22,4,4,93,7
하의,코드그라피,35,27,16,9,4,9,49,51
하의,낫포너드,49,30,8,2,1,10,21,79
하의,어커버,27,16,16,15,11,15,60,40
하의,엘무드,15,14,31,25,10,5,94,6
하의,아디다스,19,25,27,13,9,7,17,83
하의,더스토리,14,32,34,11,3,6,88,12
하의,예일,54,15,6,3,3,19,44,56
하의,아모프레,15,8,19,33,16,9,89,11
하의,폴코어,12,32,36,12,5,3,86,14
하의,모드나인,15,31,32,13,4,5,95,5
하의,아디다스,37,22,18,7,4,12,49,51
하의,무신사 스탠다드,11,17,29,20,13,10,92,8
하의,아디다스,30,26,19,11,5,9,59,41
하의,미니멀코드,24,23,26,13,7,7,67,33
하의,무신사 스탠다드,21,24,22,14,9,10,84,16
하의,예일,54,15,6,3,3,19,44,56
하의,더스토리,14,32,34,11,3,6,88,12
하의,무신사 스탠다드,11,11,28,28,15,7,92,8
하의,낫포너드,49,30,8,2,1,10,21,79
하의,챔피온,22,25,23,15,8,7,71,29
하의,시그니처,14,23,29,13,10,11,82,18
하의,가먼트레이블,12,20,33,14,8,13,74,26
하의,폴로 랄프 로렌,18,8,24,29,15,6,88,12
하의,낫포너드,43,32,10,3,2,10,24,76
하의,무신사 스탠다드,13,7,18,27,23,12,91,9
하의,무신사 스탠다드,9,26,35,14,7,9,89,11
하의,인스펙터,14,16,33,25,8,4,96,4
하의,무신사 스탠다드,19,21,20,16,13,11,9,91
하의,슈퍼서브,36,27,13,7,6,11,25,75
하의,하프크라이즈,15,11,21,25,15,13,93,7
하의,라퍼지스토어,24,34,23,9,4,6,77,23
하의,무신사 스탠다드,15,18,18,20,17,12,91,9
하의,마롭,18,18,12,13,9,30,7,93
하의,무신사 스탠다드,19,28,27,14,6,6,87,13
하의,헤인트,13,38,25,11,5,8,3,97
하의,무신사 스탠다드,18,11,21,25,15,10,92,8
하의,무신사 스탠다드,26,22,20,13,9,10,81,19
하의,무신사 스탠다드,11,16,32,20,13,8,93,7
하의,코드그라피,35,27,16,9,4,9,49,51
하의,무신사 스탠다드,17,21,30,16,10,6,90,10
하의,무신사 스탠다드,17,19,20,20,13,11,92,8
하의,코드그라피,34,31,17,7,4,7,57,43
하의,무신사 스탠다드,13,18,34,15,12,8,92,8
하의,큐티에잇,39,17,19,7,11,7,67,33
하의,엄브로,26,20,20,16,9,9,53,47
하의,피스워커,18,12,18,32,15,5,96,4
하의,무신사 스탠다드,15,15,19,18,16,17,92,8
하의,파츠,16,33,37,9,2,3,92,8
하의,커스텀멜로우,24,3,27,23,12,11,98,2
하의,토템,41,4,13,15,15,12,10,90
하의,무신사 스탠다드,13,22,29,20,10,6,84,16
하의,그라미치,14,11,25,27,13,10,87,13
하의,뉴발란스,28,17,22,14,8,11,45,55
하의,무신사 스탠다드,13,14,24,28,14,7,87,13
하의,로맨틱크라운,14,25,32,16,6,7,46,54
하의,아카이브 볼드,45,37,9,1,1,7,17,83
하의,트릴리온,15,33,27,12,5,8,76,24
하의,시그니처,17,26,28,14,7,8,81,19
하의,어반스터프,28,20,21,11,6,14,84,16
하의,무신사 스탠다드,10,11,26,26,17,10,92,8
하의,제로,25,24,27,12,4,8,76,24
하의,무신사 스탠다드,11,4,22,28,24,11,93,7
하의,무신사 스탠다드,13,26,27,15,8,11,6,94
하의,브렌슨,30,26,16,10,8,10,61,39
하의,비긴202,14,32,30,16,5,3,95,5
하의,칸코,22,33,26,8,3,8,16,84
하의,제멋,19,29,27,12,4,9,83,17
하의,토피,31,36,19,6,2,6,83,17
하의,클라코,21,23,24,14,11,7,82,18
하의,지오다노,25,20,27,17,6,5,91,9
하의,라퍼지스토어,23,38,23,8,3,5,77,23
하의,피스워커,14,8,21,37,16,4,95,5
하의,페이탈리즘,15,19,28,21,11,6,94,6
하의,아디다스,28,22,19,12,7,12,60,40
하의,피스워커,15,19,26,21,14,5,95,5
하의,나이키,49,23,8,3,3,14,67,33
하의,헤인트,16,31,19,10,6,18,7,93
하의,에드리엘로스,22,23,27,16,7,5,94,6
하의,토피,23,38,23,9,3,4,86,14
하의,널,21,9,19,32,19,0,94,6
하의,엑스톤즈,12,33,36,9,2,8,68,32
하의,비슬로우,12,35,31,14,5,3,95,5
하의,모드나인,10,27,34,16,8,5,95,5
하의,제로,26,32,19,8,4,11,64,36
하의,커버낫,31,20,17,18,7,7,47,53
하의,시그니처,17,24,31,12,6,10,81,19
하의,와릿이즌,45,19,7,3,3,23,37,63
하의,제로,33,28,14,11,6,8,64,36
하의,위캔더스,18,33,26,12,6,5,81,19
하의,오더플리즈,16,37,27,13,3,4,90,10
하의,세터,15,36,31,11,3,4,90,10
하의,데케트,15,31,25,11,8,10,80,20
하의,무신사 스탠다드,16,18,27,17,13,9,86,14
하의,무신사 스탠다드,12,15,27,24,14,8,91,9
하의,베이스모먼트,32,21,19,12,6,10,71,29
하의,페퍼시즈닝,36,21,18,11,7,7,55,45
하의,엘리오티,27,33,20,6,5,9,78,22
하의,브렌슨,35,27,15,7,6,10,59,41
하의,프렌다,25,47,17,4,2,5,6,94
하의,무신사 스탠다드,21,8,14,21,18,18,94,6
하의,폴코어,18,28,31,13,5,5,88,12
하의,비긴202,14,32,30,16,5,3,95,5
하의,비슬로우,12,35,31,14,5,3,95,5
하의,트래블,22,35,20,9,5,9,81,19
하의,비슬로우,11,31,32,17,5,4,85,15
하의,토피,21,39,24,8,3,5,89,11
하의,에프씨엠엠,38,23,17,6,4,12,35,65
하의,스파오,34,26,20,10,4,6,7,93
하의,배디,39,39,13,2,1,6,3,97
하의,테이크이지,16,24,20,15,11,14,90,10
하의,파츠,14,43,29,8,2,4,94,6
하의,크럼프,35,23,19,8,4,11,54,46
하의,트래블,20,29,22,10,5,14,76,24
하의,가까이 유니언즈,47,30,11,3,1,8,33,67
하의,밀리언코르,13,26,25,14,8,14,3,97
하의,와이즈,37,23,22,4,2,12,28,72
하의,에이징씨씨씨,20,27,20,10,10,13,55,45
하의,트릴리온,21,34,27,10,3,5,85,15
하의,비에스래빗,27,35,20,9,4,5,80,20
하의,무신사 스탠다드,13,23,36,17,7,4,87,13
하의,세븐셀라,13,15,20,19,22,11,91,9
하의,비슬로우,15,31,35,12,4,3,93,7
하의,무신사 스탠다드,20,31,25,12,6,6,83,17
하의,르마드,14,22,35,20,5,4,95,5
하의,와르,18,27,27,14,7,7,89,11
하의,무신사 스탠다드,10,21,34,22,9,4,91,9
하의,무신사 스탠다드,21,24,22,14,9,10,84,16
하의,비에스래빗,22,39,20,8,3,8,75,25
하의,몽돌,19,22,24,19,8,8,8,92
하의,86로드,16,31,27,16,6,4,95,5
하의,브렌슨,30,31,17,7,4,11,64,36
하의,프렌다,21,34,20,8,7,10,26,74
하의,피스워커,17,16,25,23,13,6,94,6
하의,로맨틱크라운,18,30,26,14,7,5,75,25
하의,트래블,22,24,21,16,9,8,60,40
하의,어반드레스,19,38,20,9,5,9,10,90
하의,이넥시스,20,28,23,16,7,6,90,10
하의,미나브,13,27,41,14,3,2,94,6
하의,아티스트웨어,38,19,19,2,1,21,55,45
하의,챔피온,30,28,19,11,5,7,77,23
하의,배드블러드,29,35,20,6,3,7,8,92
하의,피아네르,35,24,16,8,4,13,60,40
하의,어반스터프,22,43,22,6,2,5,70,30
하의,리,27,21,19,12,9,12,37,63
하의,가까이 유니언즈,37,29,14,5,2,13,45,55
하의,가까이 유니언즈,33,32,15,8,3,9,58,42
하의,유니폼브릿지,13,26,30,19,7,5,93,7
하의,파르티멘토,12,24,31,18,5,10,63,37
하의,무신사 스탠다드,21,18,24,17,11,9,89,11
하의,세븐셀라,20,19,18,19,13,11,90,10
하의,에즈카톤,20,36,28,11,2,3,74,26
하의,파르티멘토,17,17,23,22,11,10,71,29
하의,무신사 스탠다드,21,11,25,23,11,9,95,5
하의,모드나인,18,17,30,20,9,6,96,4
하의,수아레,22,33,26,9,5,5,85,15
하의,브렌슨,35,26,17,7,3,12,67,33
하의,무신사 스탠다드,13,18,34,15,12,8,92,8
하의,파르티멘토,15,34,25,11,7,8,81,19
하의,낫포너드,23,38,21,8,3,7,82,18
하의,스컬프터,19,43,25,6,2,5,28,72
하의,칸코,22,33,26,8,3,8,16,84
하의,파츠,15,30,33,14,4,4,92,8
하의,무신사 스탠다드,11,17,29,20,13,10,92,8
하의,어반드레스,19,40,21,9,3,8,10,90
하의,슈퍼서브,36,27,13,7,6,11,25,75
하의,폴코어,12,32,36,12,5,3,86,14
하의,에드리엘로스,20,19,31,22,4,4,93,7
하의,낫포너드,49,30,8,2,1,10,21,79
하의,5252 바이 오아이오아이,17,25,26,11,8,13,17,83
하의,무신사 스탠다드,17,28,26,14,6,9,83,17
하의,예일,54,15,6,3,3,19,44,56
하의,아디다스,19,25,27,13,9,7,17,83
하의,파르티멘토,17,29,23,16,7,8,86,14
하의,브랜디드,11,29,35,14,7,4,96,4
하의,하프크라이즈,29,21,16,13,9,12,84,16
하의,제멋,21,28,19,7,6,19,74,26
하의,아디다스,27,17,18,9,9,20,48,52
하의,모드나인,14,14,32,27,10,3,97,3
하의,리플라이퍼키,19,20,20,15,17,9,84,16
하의,낫포너드,43,32,10,3,2,10,24,76
하의,무신사 스탠다드,15,18,18,20,17,12,91,9
하의,어반스터프,55,22,11,3,3,6,87,13
하의,가먼트레이블,12,20,33,14,8,13,74,26
하의,브랜디드,11,22,37,19,7,4,94,6
하의,모드나인,14,14,32,27,10,3,97,3
하의,무신사 스탠다드,9,26,35,14,7,9,89,11
하의,엑스톤즈,22,39,23,7,3,6,73,27
하의,비슬로우,13,35,29,12,6,5,94,6
하의,시그니처,19,31,25,14,5,6,89,11
하의,아디다스,21,18,19,16,13,13,64,36
하의,무신사 스탠다드,18,11,21,25,15,10,92,8
하의,밀리언코르,18,31,18,11,5,17,13,87
하의,무신사 스탠다드,13,17,28,21,12,9,93,7
하의,무신사 스탠다드,29,33,13,5,4,16,6,94
하의,모드나인,12,28,33,15,6,6,95,5
하의,무신사 스탠다드,26,22,20,13,9,10,81,19
하의,골라,31,20,17,7,8,17,22,78
하의,예일,47,21,10,7,3,12,54,46
하의,내셔널지오그래픽,27,16,13,8,11,25,67,33
하의,무신사 스탠다드,21,8,14,21,18,18,94,6
하의,몽플리쎄,27,18,16,15,12,12,87,13
하의,무신사 스탠다드,13,14,24,28,14,7,87,13
하의,무신사 스탠다드,13,12,27,27,13,8,92,8
하의,잇터우먼스,32,21,15,11,8,13,7,93
하의,무신사 스탠다드,11,4,22,28,24,11,93,7
하의,파르티멘토,36,23,15,11,7,8,58,42
하의,무신사 스탠다드,13,26,27,15,8,11,6,94
하의,인사일런스,12,30,34,17,4,3,94,6
하의,인사일런스,12,25,37,18,5,3,95,5
하의,디미트리블랙,34,6,23,14,15,8,91,9
하의,리트,19,35,29,11,4,2,95,5
하의,무신사 스탠다드,17,11,15,22,16,19,84,16
하의,위캔더스,18,33,26,12,6,5,81,19
하의,지오다노,25,20,27,17,6,5,91,9
하의,던스트,14,24,36,16,6,4,84,16
하의,무신사 스탠다드,10,11,26,26,17,10,92,8
하의,멜란지 마스터,26,22,17,13,9,13,79,21
하의,무신사 스탠다드,22,4,15,26,28,5,83,17
하의,무신사 스탠다드,17,11,20,25,14,13,85,15
하의,테이크이지,20,31,23,12,6,8,87,13
하의,시그니처,14,23,29,13,10,11,82,18
하의,프렌다,34,44,13,3,1,5,9,91
하의,무신사 스탠다드,17,19,20,20,13,11,92,8
하의,플랙,13,22,33,23,6,3,95,5
하의,무신사 스탠다드,25,29,18,8,9,11,50,50
하의,무신사 스탠다드,20,26,24,14,9,7,84,16
하의,아디다스,27,17,18,9,9,20,48,52
하의,마르디 메크르디,28,34,18,6,4,10,6,94
하의,무신사 스탠다드,13,22,29,20,10,6,84,16
하의,아디다스,30,15,14,9,8,24,56,44
하의,마르디 메크르디,25,27,22,10,6,10,6,94
하의,무신사 스탠다드,19,33,27,11,5,5,87,13
하의,무신사 스탠다드,17,9,19,22,18,15,79,21
하의,나이키,22,21,24,12,8,13,12,88
하의,제로,16,44,27,8,2,3,91,9
하의,미나브,18,22,24,14,11,11,72,28
하의,하이퍼 데님,43,25,13,12,5,2,97,3
하의,드로우핏,41,22,18,10,5,4,93,7
하의,무신사 스탠다드,22,9,17,31,9,12,86,14
하의,베이스모먼트,32,21,19,12,6,10,71,29
하의,에스피오나지,11,16,22,20,18,13,96,4
하의,쿠어,13,28,41,11,4,3,95,5
하의,에이징씨씨씨,20,27,20,10,10,13,55,45
하의,게스,11,17,27,20,11,14,82,18
하의,시그니처,17,26,28,14,7,8,81,19
하의,모드나인,17,18,28,23,9,5,95,5
하의,스파오,34,26,20,10,4,6,7,93
하의,코드그라피,27,17,26,15,8,7,54,46
하의,디스이즈네버댓,21,29,23,9,10,8,64,36
하의,메종미네드,13,32,30,12,4,9,89,11
하의,무신사 스탠다드,21,21,24,17,9,8,90,10
하의,코드그라피,30,28,19,10,5,8,55,45
하의,테이크이지,16,24,20,15,11,14,90,10
하의,에프씨엠엠,38,23,17,6,4,12,35,65
하의,에잇세컨즈,17,27,31,12,5,8,81,19
하의,에씨드슬라이드,16,27,19,21,7,10,68,32
하의,아카이브 볼드,45,37,9,1,1,7,17,83
하의,코드그라피,26,30,15,8,7,14,49,51
하의,가까이 유니언즈,30,31,17,7,3,12,67,33
하의,엑스트라오디너리,24,16,19,16,14,11,88,12
하의,칸코,22,33,26,8,3,8,16,84
하의,아디다스,27,21,21,13,7,11,57,43
하의,어반스터프,28,20,21,11,6,14,84,16
하의,로맨틱크라운,14,25,32,16,6,7,46,54
하의,브렌슨,30,26,16,10,8,10,61,39
